Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    4728/4728        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::__pair_get<0ul>::__move_get<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&&) [2035]
-----------------------------------------------
                0.00    0.00    4728/4728        crawler::run() [2]
[2045]   0.0    0.00    0.00    4728         std::tuple_element<1ul, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> >::type&& std::get<1ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&&) [2045]
                0.00    0.00    4728/9456        std::remove_reference<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&>::type&& std::move<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&) [2002]
                0.00    0.00    4728/4728        unsigned long&& std::__pair_get<1ul>::__move_get<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&&) [2036]
-----------------------------------------------
                0.00    0.00     409/3330        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_erase(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [2509]
                0.00    0.00    2921/3330        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [82]
[2046]   0.0    0.00    0.00    3330         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_right(std::_Rb_tree_node_base*) [2046]
-----------------------------------------------
                0.00    0.00     395/2380        std::_Deque_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> > >::_M_allocate_node() [2146]
                0.00    0.00     395/2380        std::_Deque_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> > >::_M_deallocate_node(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*) [2147]
                0.00    0.00    1590/2380        std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*>::_S_buffer_size() [2050]
[2047]   0.0    0.00    0.00    2380         std::__deque_buf_size(unsigned long) [2047]
-----------------------------------------------
                0.00    0.00     515/2060        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_destroy_node(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [2111]
                0.00    0.00     515/2060        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_put_node(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [2109]
                0.00    0.00     515/2060        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_node() [2108]
                0.00    0.00     515/2060        void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_construct_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [76]
[2048]   0.0    0.00    0.00    2060         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Node_allocator() [2048]
-----------------------------------------------
                0.00    0.00     409/1987        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_erase(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [2509]
                0.00    0.00    1578/1987        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [82]
[2049]   0.0    0.00    0.00    1987         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_left(std::_Rb_tree_node_base*) [2049]
-----------------------------------------------
                0.00    0.00     394/1590        std::operator-(std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*> const&, std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*> const&) [2153]
                0.00    0.00    1196/1590        std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*>::_M_set_node(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>**) [2058]
[2050]   0.0    0.00    0.00    1590         std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*>::_S_buffer_size() [2050]
                0.00    0.00    1590/2380        std::__deque_buf_size(unsigned long) [2047]
-----------------------------------------------
                0.00    0.00    1533/1533        std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >::_M_head(std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >&) [2052]
[2051]   0.0    0.00    0.00    1533         std::_Head_base<0ul, url_metadata*, false>::_M_head(std::_Head_base<0ul, url_metadata*, false>&) [2051]
-----------------------------------------------
                0.00    0.00    1533/1533        url_metadata*& std::__get_helper<0ul, url_metadata*, std::default_delete<url_metadata> >(std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >&) [2054]
[2052]   0.0    0.00    0.00    1533         std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >::_M_head(std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >&) [2052]
                0.00    0.00    1533/1533        std::_Head_base<0ul, url_metadata*, false>::_M_head(std::_Head_base<0ul, url_metadata*, false>&) [2051]
-----------------------------------------------
                0.00    0.00     219/1533        std::__uniq_ptr_impl<url_metadata, std::default_delete<url_metadata> >::__uniq_ptr_impl(url_metadata*) [2216]
                0.00    0.00     438/1533        std::unique_ptr<url_metadata, std::default_delete<url_metadata> >::~unique_ptr() [2131]
                0.00    0.00     438/1533        std::__uniq_ptr_impl<url_metadata, std::default_delete<url_metadata> >::reset(url_metadata*) [2214]
                0.00    0.00     438/1533        std::__uniq_ptr_impl<url_metadata, std::default_delete<url_metadata> >::release() [2215]
[2053]   0.0    0.00    0.00    1533         std::__uniq_ptr_impl<url_metadata, std::default_delete<url_metadata> >::_M_ptr() [2053]
                0.00    0.00    1533/1533        std::tuple_element<0ul, std::tuple<url_metadata*, std::default_delete<url_metadata> > >::type& std::get<0ul, url_metadata*, std::default_delete<url_metadata> >(std::tuple<url_metadata*, std::default_delete<url_metadata> >&) [2055]
-----------------------------------------------
                0.00    0.00    1533/1533        std::tuple_element<0ul, std::tuple<url_metadata*, std::default_delete<url_metadata> > >::type& std::get<0ul, url_metadata*, std::default_delete<url_metadata> >(std::tuple<url_metadata*, std::default_delete<url_metadata> >&) [2055]
[2054]   0.0    0.00    0.00    1533         url_metadata*& std::__get_helper<0ul, url_metadata*, std::default_delete<url_metadata> >(std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >&) [2054]
                0.00    0.00    1533/1533        std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >::_M_head(std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >&) [2052]
-----------------------------------------------
                0.00    0.00    1533/1533        std::__uniq_ptr_impl<url_metadata, std::default_delete<url_metadata> >::_M_ptr() [2053]
[2055]   0.0    0.00    0.00    1533         std::tuple_element<0ul, std::tuple<url_metadata*, std::default_delete<url_metadata> > >::type& std::get<0ul, url_metadata*, std::default_delete<url_metadata> >(std::tuple<url_metadata*, std::default_delete<url_metadata> >&) [2055]
                0.00    0.00    1533/1533        url_metadata*& std::__get_helper<0ul, url_metadata*, std::default_delete<url_metadata> >(std::_Tuple_impl<0ul, url_metadata*, std::default_delete<url_metadata> >&) [2054]
-----------------------------------------------
                0.00    0.00       1/1425        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [177]
                0.00    0.00    1424/1425        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [105]
[2056]   0.0    0.00    0.00    1425         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [2056]
                0.00    0.00    3168/3258136     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [1883]
                0.00    0.00    2717/239189      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [1899]
                0.00    0.00    1584/33670       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [1939]
                0.00    0.00    1584/44847       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [1937]
                0.00    0.00    1584/248075      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [1898]
                0.00    0.00    1584/90937       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [1913]
                0.00    0.00    1584/73304       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [1917]
                0.00    0.00    1133/7724103     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [1880]
-----------------------------------------------
                0.00    0.00     106/1231        std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [70]
                0.00    0.00     201/1231        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [2237]
                0.00    0.00     409/1231        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [127]
                0.00    0.00     515/1231        std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [82]
[2057]   0.0    0.00    0.00    1231         std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [2057]
-----------------------------------------------
                0.00    0.00       2/1196        std::_Deque_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> > >::_M_initialize_map(unsigned long) [2455]
                0.00    0.00      12/1196        std::deque<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> > >::_M_reallocate_map(unsigned long, bool) [2321]
                0.00    0.00     394/1196        void std::deque<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> > >::_M_push_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long&&) [61]
                0.00    0.00     394/1196        std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*>::operator--() [2037]
                0.00    0.00     394/1196        std::deque<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long> > >::_M_pop_front_aux() [2151]
[2058]   0.0    0.00    0.00    1196         std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*>::_M_set_node(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>**) [2058]
                0.00    0.00    1196/1590        std::_Deque_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>&, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long>*>::_S_buffer_size() [2050]
-----------------------------------------------
                0.00    0.00     108/1172        std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, true>*) [2204]
                0.00    0.00     219/1172        std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [143]
                0.00    0.00     219/1172        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, true> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, true>*) [2516]
                0.00    0.00     228/1172        std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, std::integral_constant<bool, true>) [2330]
                0.00    0.00     398/1172        std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const [111]
[2059]   0.0    0.00    0.00    1172         std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<url_metadata, std::default_delete<url_metadata> > >, true>::_M_next() const [2059]
-----------------------------------------------
                0.00    0.00    1166/1166        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2062]
[2060]   0.0    0.00    0.00    1166         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2060]
                0.00    0.00    1166/1166        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2061]
-----------------------------------------------
                0.00    0.00    1166/1166        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2060]
[2061]   0.0    0.00    0.00    1166         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2061]
                0.00    0.00    2332/7724103     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [1880]
                0.00    0.00    1166/1166        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2063]
                0.00    0.00    1166/3258136     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [1883]
                0.00    0.00    1166/33670       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [1939]
                0.00    0.00    1166/239189      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [1899]
                0.00    0.00    1166/284307      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [1894]
                0.00    0.00     949/44847       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [1937]
                0.00    0.00     949/248075      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [1898]
                0.00    0.00     949/90937       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [1913]
                0.00    0.00     949/73304       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [1917]
-----------------------------------------------
                0.00    0.00     147/1166        crawler::domain_was_visited(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) const [71]
                0.00    0.00     219/1166        crawler::run() [2]
                0.00    0.00     800/1166        crawler::path_is_allowed(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [3]
[2062]   0.0    0.00    0.00    1166         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2062]
                0.00    0.00    1166/1166        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2060]
-----------------------------------------------
